allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand_orientation,genbank_cds_start,genbank_cds_stop,pubmed_reference,blacklisted_taxa,db_version,enhanced_subclass,to_check
,ant(3'')-Ia,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846263.1,NG_052304.1,No,AGY30803.1,KF525279.1,+,107,898,,,2020-01-22.1,Streptomycin/Spectinomycin,no
,ant(3'')-Ia,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846264.1,NG_052305.1,No,AGY30804.1,KF525280.1,+,107,898,,,2020-01-22.1,Streptomycin/Spectinomycin,no
,ant(3'')-Ia,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_071846265.1,NG_052306.1,No,AGY30805.1,KF525281.1,+,107,952,,,2020-01-22.1,Streptomycin/Spectinomycin,no
aadA14,ant(3'')-Ia,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_011264082.1,NG_047337.1,No,CAI57696.1,AJ884726.1,-,540,1325,,,2020-01-22.1,Streptomycin/Spectinomycin,no
aadA17,ant(3'')-Ia,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA17,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN/SPECTINOMYCIN,WP_063840416.1,NG_047341.1,No,ACK43806.1,FJ460181.2,+,1791,2582,,,2020-01-22.1,Streptomycin/Spectinomycin,no
,ant(4')-IIa,,aminoglycoside nucleotidyltransferase ANT(4')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_063840508.1,NG_047390.1,No,AAA25717.1,M98270.1,+,145,903,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,ant(4')-IIb,,aminoglycoside nucleotidyltransferase ANT(4')-IIb,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_063840509.1,NG_047391.1,No,AAM76670.1,AY114142.1,+,1061,1816,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,ant(4')-Ic,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ic,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,WP_087346196.1,NG_063817.1,No,ATL63230.1,KY753881.1,+,1,771,,,2020-01-22.1,Kanamycin/Tobramycin,no
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_032491779.1,NG_047394.1,No,BAE98116.1,AB247327.1,+,1618,2526,,,2020-01-22.1,Streptomycin,no
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255866.1,NG_047393.1,No,AAK62560.1,AF330699.1,+,22,930,,,2020-01-22.1,Streptomycin,no
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_002294505.1,NG_050582.1,No,CAZ51641.1,FM252031.1,+,928185,929048,,,2020-01-22.1,Streptomycin,no
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255864.1,NG_047395.1,No,CBJ22950.1,FN568063.1,-,1762050,1762958,,,2020-01-22.1,Streptomycin,no
,ant(6)-Ib,,aminoglycoside nucleotidyltransferase ANT(6)-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003454325.1,NG_047396.1,No,CBH51824.1,FN594949.1,+,27482,28339,,,2020-01-22.1,Streptomycin,no
,ant(6)-Ic,,aminoglycoside nucleotidyltransferase ANT(6)-Ic,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_087343787.1,NG_063818.1,No,ATL63229.1,KY753880.1,+,1,861,,,2020-01-22.1,Streptomycin,no
,ant(9)-Ia,,aminoglycoside nucleotidyltransferase ANT(9)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN,WP_000067268.1,NG_047397.1,No,CAA26428.1,X02588.1,+,331,1113,,,2020-01-22.1,Spectinomycin,no
,ant(9)-Ib,,aminoglycoside nucleotidyltransferase ANT(9)-Ib,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN,WP_063840673.1,NG_047398.1,No,AAA16527.1,M69221.1,+,271,1038,,,2020-01-22.1,Spectinomycin,no
,aph(2'')-IIIa,,aminoglycoside O-phosphotransferase APH(2'')-IIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_018659526.1,NG_047399.1,No,AAB49832.1,U51479.1,+,196,1116,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-IIa,,aminoglycoside O-phosphotransferase APH(2'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_016439437.1,NG_047400.1,No,AAG13458.1,AF207840.1,+,122,1021,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-IIa,,aminoglycoside O-phosphotransferase APH(2'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_063840674.1,NG_047401.1,No,AAK63040.1,AF337947.1,+,272,1171,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-IIa,,aminoglycoside O-phosphotransferase APH(2'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_057038954.1,NG_047402.1,No,AGV79345.1,KF652098.1,+,1,900,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-IVa,,aminoglycoside O-phosphotransferase APH(2'')-IVa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_021401024.1,NG_047403.1,No,AAC14693.1,AF016483.1,+,131,1036,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-Ie,,aminoglycoside O-phosphotransferase APH(2'')-Ie,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_032491359.1,NG_047404.1,No,AAW59417.1,AY743255.1,+,131,1036,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-If,,aminoglycoside O-phosphotransferase APH(2'')-If,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_021424053.1,NG_047405.1,No,AAW34150.1,AY701528.1,+,9696,10589,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-If,,aminoglycoside O-phosphotransferase APH(2'')-If,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_063840675.1,NG_047406.1,No,AGV79344.1,KF652097.1,+,1,891,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-Ig,,aminoglycoside O-phosphotransferase APH(2'')-Ig,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_021034342.1,NG_047407.1,No,AGV10818.1,CP004067.1,-,43008,43928,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(2'')-Ih,,aminoglycoside O-phosphotransferase APH(2'')-Ih,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_057098416.1,NG_047408.1,No,AGV79343.1,KF652096.1,+,1,894,,,2020-01-22.1,Amikacin/Gentamicin/Kanamycin/Tobramycin,no
,aph(3'')-Ia,,aminoglycoside O-phosphotransferase APH(3'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_012377648.1,NG_047411.1,No,BAG17078.1,AP009493.1,+,267117,267935,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ia,,aminoglycoside O-phosphotransferase APH(3'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840677.1,NG_047410.1,No,AAA26700.1,M37378.1,+,298,1116,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ia,,aminoglycoside O-phosphotransferase APH(3'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840676.1,NG_047409.1,No,CAA37605.1,X53527.1,+,1,819,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ib,,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001082319.1,NG_047413.1,No,AAC23555.1,AF024602.1,+,2353,3156,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ib,,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010794532.1,NG_047415.1,No,ABK33456.1,AF313472.2,+,15594,16397,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ib,,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_032490182.1,NG_047414.1,No,AAL36588.1,AF321550.1,+,1,804,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ib,,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_109545041.1,NG_056002.2,Yes,,CP001122.1,-,2980,3807,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ib,,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010890156.1,NG_047412.1,No,AAA26442.1,M28829.1,+,63,866,,,2020-01-22.1,Streptomycin,no
,aph(3'')-Ic,,aminoglycoside O-phosphotransferase APH(3'')-Ic,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063841015.1,NG_047416.1,No,ABC68330.1,DQ336355.1,+,603,1367,,,2020-01-22.1,Streptomycin,no
,aph(3')-II,,APH(3')-II family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_087587933.1,NG_054945.1,No,APR72113.1,KX377799.1,+,1,804,,,2020-01-22.1,Kanamycin,no
,aph(3')-IIIa,,aminoglycoside O-phosphotransferase APH(3')-IIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_032491780.1,NG_047421.1,No,BAE98117.1,AB247327.1,+,3096,3890,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-IIIa,,aminoglycoside O-phosphotransferase APH(3')-IIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_063841495.1,NG_047419.1,No,AAK62562.1,AF330699.1,+,1562,2356,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-IIIa,,aminoglycoside O-phosphotransferase APH(3')-IIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_063841507.1,NG_047420.1,No,CAD36021.1,AJ490186.1,+,1993,2787,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-IIIa,,aminoglycoside O-phosphotransferase APH(3')-IIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_001096887.1,NG_047418.1,No,CAA24789.1,V01547.1,+,535,1329,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-IIa,,aminoglycoside O-phosphotransferase APH(3')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_000572405.1,NG_047417.1,No,CAA23892.1,V00618.1,+,151,945,,,2020-01-22.1,Kanamycin,no
,aph(3')-IIb,,aminoglycoside O-phosphotransferase APH(3')-IIb,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_003113011.1,NG_047424.1,No,AGY72832.1,CP006832.1,-,4607573,4608379,,,2020-01-22.1,Kanamycin,no
,aph(3')-IIb,,aminoglycoside O-phosphotransferase APH(3')-IIb,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_003132309.1,NG_047423.1,No,CAA62365.1,X90856.1,+,388,1194,,,2020-01-22.1,Kanamycin,no
,aph(3')-IIc,,aminoglycoside O-phosphotransferase APH(3')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_012479999.1,NG_051214.1,No,CAQ45623.1,AM743169.1,+,2142796,2143599,,,2020-01-22.1,Kanamycin,no
,aph(3')-IIc,,aminoglycoside O-phosphotransferase APH(3')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063841661.1,NG_047426.1,No,ADQ43421.1,HQ424460.1,+,2,805,,,2020-01-22.1,Kanamycin,no
,aph(3')-IVa,,aminoglycoside O-phosphotransferase APH(3')-IVa,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063841674.1,NG_047428.1,No,CAA27061.1,X03364.1,+,277,1065,,,2020-01-22.1,Kanamycin,no
,aph(3')-IX,,APH(3') family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_004861468.1,NG_055648.1,No,ENV34035.1,APPN01000061.1,+,80498,81298,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063842148.1,NG_047437.1,No,AAN59785.1,AF498082.1,+,4217,5032,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_011039766.1,NG_047436.1,No,BAB93733.1,AP004237.1,+,117878,118693,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_012477822.1,NG_047439.1,No,ABK20312.1,EF015636.1,+,2433,3248,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_032492145.1,NG_047438.1,No,ACA35067.1,EU287476.1,+,8968,9783,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_000018330.1,NG_047441.1,No,ADE59012.2,EU722351.3,+,7835,8650,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_012695470.1,NG_047440.1,No,ACO54065.1,EU855787.1,-,187515,188330,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_010891090.1,NG_047435.1,No,AAA72313.1,L05392.1,+,6414,7229,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_000018321.1,NG_056047.1,No,OHY15747.1,MLYM01000036.1,-,3535,4350,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063842098.1,NG_047432.1,No,AAB34257.1,S78175.1,+,387,1196,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_000018329.1,NG_047430.1,No,CAA23656.1,V00359.1,+,1162,1977,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_000018326.1,NG_047431.1,No,CAA44024.1,X62115.1,+,410,1225,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ia,,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_063841683.1,NG_047429.1,No,CAA68507.1,Y00452.1,+,106,921,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ib,,aminoglycoside O-phosphotransferase APH(3')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_011205810.1,NG_059324.1,No,KSP76147.1,LLTF01000079.1,-,37486,38301,,,2020-01-22.1,Kanamycin,no
,aph(3')-Ib,,aminoglycoside O-phosphotransferase APH(3')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_038404948.1,NG_047442.1,No,AAA26412.1,M20305.1,+,779,1594,,,2020-01-22.1,Kanamycin,no
,aph(3')-Id,,aminoglycoside O-phosphotransferase APH(3')-Id,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_010891085.1,NG_047445.1,No,CAA88266.1,Z48231.1,+,820,1635,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VI,,APH(3')-VI family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_014386410.1,NG_051730.1,No,AGI04227.1,KC170992.1,+,8363,9142,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VIII,,aminoglycoside O-phosphotransferase APH(3')-VIII,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_030183523.1,NG_047446.1,No,AAG11411.2,AF182845.2,+,1,804,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VIII,,aminoglycoside O-phosphotransferase APH(3')-VIII,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_016656536.1,NG_055649.1,No,EPF73263.1,ATGI01000028.1,-,7478,8257,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VIIa,,aminoglycoside O-phosphotransferase APH(3')-VIIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_063842175.1,NG_047447.1,No,AAA76822.1,M29953.1,+,296,1048,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VIa,,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_000422636.1,NG_047448.1,No,CAA30578.1,X07753.1,+,103,882,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-VIb,,aminoglycoside O-phosphotransferase APH(3')-VIb,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_000422633.1,NG_047449.1,No,CAF29483.1,AJ627643.4,+,4934,5713,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-Va,,aminoglycoside O-phosphotransferase APH(3')-Va,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_031129630.1,NG_047451.1,No,BAD95814.1,AB211959.1,-,3997,4803,,,2020-01-22.1,Aminoglycosides,no
,aph(3')-Va,,aminoglycoside O-phosphotransferase APH(3')-Va,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063842176.1,NG_047450.1,No,AAA26699.1,K00432.1,+,307,1113,,,2020-01-22.1,Aminoglycosides,no
,aph(3')-Vb,,aminoglycoside O-phosphotransferase APH(3')-Vb,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063842178.1,NG_047453.1,No,CAG34043.1,AJ744850.1,+,33603,34397,,,2020-01-22.1,Aminoglycosides,no
,aph(3')-Vb,,aminoglycoside O-phosphotransferase APH(3')-Vb,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063842177.1,NG_047452.1,No,AAC32025.1,M22126.1,+,373,1164,,,2020-01-22.1,Aminoglycosides,no
,aph(3')-Vc,,aminoglycoside O-phosphotransferase APH(3')-Vc,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063842179.1,NG_047454.1,No,AAB21326.1,S81599.1,+,282,1076,,,2020-01-22.1,Aminoglycosides,no
,aph(3')-XV,,aminoglycoside O-phosphotransferase APH(3')-XV,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_034067921.1,NG_052510.1,No,ABY48974.1,EU165039.1,+,610,1404,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-XV,,aminoglycoside O-phosphotransferase APH(3')-XV,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_032492579.1,NG_052270.1,No,ACX94064.1,GQ926879.1,+,63,869,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(3')-XV,,aminoglycoside O-phosphotransferase APH(3')-XV,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_019407932.1,NG_047455.1,No,CAD91341.1,Y18050.2,+,4758,5552,,,2020-01-22.1,Amikacin/Kanamycin,no
,aph(4)-Ia,,aminoglycoside O-phosphotransferase APH(4)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,HYGROMYCIN,WP_000742814.1,NG_047456.1,No,CAA24743.1,V01499.1,+,231,1256,,,2020-01-22.1,Aminoglycosides,no
,aph(6),,APH(6) family putative aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_012480135.1,NG_047425.1,No,CAQ45829.1,AM743169.1,-,2377498,2378310,,,2020-01-22.1,Aminoglycosides,no
,aph(6),,APH(6) family putative aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063841666.1,NG_047427.1,No,ADQ43422.1,HQ424461.1,+,18,830,,,2020-01-22.1,Aminoglycosides,no
,aph(6)-Ia,,aminoglycoside O-phosphotransferase APH(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003970239.1,NG_047459.1,No,AAX82592.1,AY971801.1,+,1,924,,,2020-01-22.1,Streptomycin,no
,aph(6)-Ia,,aminoglycoside O-phosphotransferase APH(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842181.1,NG_047458.1,No,CAA68516.1,Y00459.1,+,2825,3748,,,2020-01-22.1,Streptomycin,no
,aph(6)-Ib,,aminoglycoside O-phosphotransferase APH(6)-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_052413554.1,NG_047460.1,No,CAA29136.1,X05648.1,+,382,1305,,,2020-01-22.1,Streptomycin,no
,aph(6)-Ic,,aminoglycoside O-phosphotransferase APH(6)-Ic,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_000116906.1,NG_047463.1,No,AFG20666.1,JN983042.1,+,196722,197564,,,2020-01-22.1,Streptomycin,no
,aph(6)-Id,,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_011161217.1,NG_047467.1,No,BAD07017.1,AB109805.1,+,2674,3510,,,2020-01-22.1,Streptomycin,no
,aph(6)-Id,,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_000480972.1,NG_047466.1,No,BAC79067.1,AB114188.1,-,17731,18567,,,2020-01-22.1,Streptomycin,no
,aph(6)-Id,,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842183.1,NG_047465.1,No,AAC23556.1,AF024602.1,+,3156,3992,,,2020-01-22.1,Streptomycin,no
,aph(6)-Id,,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063842184.1,NG_047469.1,No,ACH85850.1,EU664602.1,-,9223,10059,,,2020-01-22.1,Streptomycin,no
,aph(6)-Id,,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_000480968.1,NG_047464.1,No,AAA26443.1,M28829.1,+,866,1702,,,2020-01-22.1,Streptomycin,no
,aph(7'')-Ia,,aminoglycoside O-phosphotransferase APH(7'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,HYGROMYCIN,WP_063842185.1,NG_047472.1,No,CAA27276.1,X03615.1,+,232,1230,,,2020-01-22.1,Aminoglycosides,no
,aph(9)-Ia,,aminoglycoside O-phosphotransferase APH(9)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN,WP_011215574.1,NG_051696.1,No,CAH15775.1,CR628337.1,+,1710246,1711238,,,2020-01-22.1,Spectinomycin,no
,aph(9)-Ia,,aminoglycoside O-phosphotransferase APH(9)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN,WP_038839037.1,NG_047473.1,No,AAB58447.1,U94857.1,+,151,1146,,,2020-01-22.1,Spectinomycin,no
,aph(9)-Ib,,aminoglycoside O-phosphotransferase APH(9)-Ib,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN,WP_063842186.1,NG_047474.1,No,AAB66655.1,U70376.2,-,7526,8518,,,2020-01-22.1,Spectinomycin,no
,aphA16,,APH(3') family aminoglycoside O-phosphotransferase AphA16,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_004206941.1,NG_051908.1,No,AKL03765.1,CP011593.1,+,51413,52201,,,2020-01-22.1,Amikacin/Kanamycin,no
,apmA,,aminocyclitol acetyltransferase ApmA,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_032494221.1,NG_051938.1,No,CBL58181.1,FN806789.3,+,2694,3518,,,2020-01-22.1,Aminoglycosides,no
,apmA,,aminocyclitol acetyltransferase ApmA,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_015059965.1,NG_047475.1,No,CCE60912.1,HE611647.1,+,3682,4506,,,2020-01-22.1,Aminoglycosides,no
,armA,,ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,WP_000359986.1,NG_047476.1,No,AAP50754.1,AY220558.1,+,1978,2751,,,2020-01-22.1,Aminoglycosides (Ribosomal methyltransferase),no
